REGIONE,COMUNE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA
LAZIO,MAGLIANO ROMANO,ROMA,RMIC88100L,"I.C. ""GUIDO PITOCCO""",RMAA88104L,VIA ROMANA 29,VIA ROMANA 29,00060,SCUOLA INFANZIA
LAZIO,CERVETERI,ROMA,RMIC8DC00T,IC S. D'ACQUISTO CERVETERI,RMAA8DC01P,CERVETERI - TYRSENIA,VIA CHIRIELETTI1,00052,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8FK007,IC VIA GIULIANO DA SANGALLO,RMEE8FK019,GARRONE-C.SO DUCA DI GENOVA 137,CORSO DUCA DI GENOVA 137,00121,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8BP00C,OVIDIO,RMEE8BP01E,C. NOBILI,VIA G. BITOSSI 5,00136,SCUOLA PRIMARIA
LAZIO,AMATRICE,RIETI,RIIC81100Q,I. OMNICOMPRENSIVO DI AMATRICE,RIEE81102V,AMATRICE,VIALE SATURNINO MUZII N.4,02012,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC85700Q,ENZO BIAGI,RMEE85702V,PLESSO DI S.M. DI GALERIA,VIA ANGUILLARESE 171,00123,SCUOLA PRIMARIA
LAZIO,VICOVARO,ROMA,RMIC8AL00A,ISTITUTO COMPRENSIVO - VICOVARO,RMAA8AL017,VICOVARO - SCUOLA INFANZIA,VIA GARIBALDI S.N.C.,00029,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC80700P,URUGUAY,RMEE80702T,MARIA STERN NUOVO,VIA SETTEBAGNI 231,00138,SCUOLA PRIMARIA
LAZIO,BOVILLE ERNICA,FROSINONE,FRIC828001,I.C. BOVILLE ERNICA,FRAA82802V,BOVILLE S.LUCIO,VIA SAN LUCIO,03022,SCUOLA INFANZIA
LAZIO,GUIDONIA MONTECELIO,ROMA,RMIC8AF00D,IC DE FILIPPO,RMMM8AF01E,SMS EDUARDO DE FILIPPO,VIA MONTEBIANCO SNC,00012,SCUOLA PRIMO GRADO
LAZIO,APRILIA,LATINA,LTIC82100T,"IC ""ANTONIO GRAMSCI""",LTMM82101V,"""ANTONIO GRAMSCI""",VIA MARCO AURELIO 18,04011,SCUOLA PRIMO GRADO
LAZIO,GRECCIO,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIMM823024,GRECCIO,VIA LIMITI NORD 15,02040,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8GF005,IC VIA DEL CALICE,RMEE8GF04A,GREGNA S. ANDREA,VIA DELLA SETA 8,00173,SCUOLA PRIMARIA
LAZIO,TRIVIGLIANO,FROSINONE,FRIC80400C,I.C. GUARCINO,FRAA80402A,TRIVIGLIANO TRE FONTANE,VIA DELLO SPRECO,03010,SCUOLA INFANZIA
LAZIO,MARINO,ROMA,RMIC8A100A,IC MARINO CENTRO,RMEE8A102D,SCUOLA PRIMARIA M. D'AZEGLIO,VIA DEL GIARDINO VECCHIO,00047,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC848001,VIA L. RIZZO 1,RMMM848012,ARIOSTO,VIA L. RIZZO 1,00136,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIS118006,L.EINAUDI,RMTD11801C,TECNICO - LUIGI EINAUDI,VIA SANTA MARIA ALLE FORNACI 1,00165,ISTITUTO TECNICO COMMERCIALE
LAZIO,ROMA,ROMA,RMIC8B6004,"""RITA LEVI MONTALCINI""",RMMM8B6015,SVEVO,VIA SALVIOLI 20,00175,SCUOLA PRIMO GRADO
LAZIO,CIAMPINO,ROMA,RMIC8HA00L,CIAMPINO I - BACHELET,RMAA8HA01D,CIAMPINO I VIA DUE GIUGNO -ED.A,VIA DUE GIUGNO 18,00043,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8CN00V,"IC ""SAN VITTORINO-CORCOLLE""",RMMM8CN01X,VIA CANTIANO 131,VIA CANTIANO 131,00132,SCUOLA PRIMO GRADO
LAZIO,APRILIA,LATINA,LTIC84400E,IST.COMPR. ARTURO TOSCANINI,LTIC84400E,IST.COMPR. ARTURO TOSCANINI,VIA AMBURGO5,04011,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8EY00G,VIA LUCA GHINI,RMIC8EY00G,VIA LUCA GHINI,VIA LUCA GHINI 58,00172,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8FK007,IC VIA GIULIANO DA SANGALLO,RMIC8FK007,IC VIA GIULIANO DA SANGALLO,VIA GIULIANO DA SANGALLO 11,00121,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC825008,MARCELLO MASTROIANNI,RMIC825008,MARCELLO MASTROIANNI,VIA ORVIETO45,00182,ISTITUTO COMPRENSIVO
LAZIO,CASTELLIRI,FROSINONE,FRIC83200L,I.C. ISOLA DEL LIRI,FRMM83202P,CASTELLIRI SECONDARIA 1' GRADO,VIA PIEMONTE 4,03030,SCUOLA PRIMO GRADO
LAZIO,SAN BIAGIO SARACINISCO,FROSINONE,FRIC821006,I.C. ATINA,FREE82106D,Non Disponibile,Non Disponibile,Non Disponibile,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8GR00L,IC PABLO NERUDA,RMMM8GR01N,SMS PABLO NERUDA,VIA CASAL DEL MARMO 216,00135,SCUOLA PRIMO GRADO
LAZIO,TIVOLI,ROMA,RMIC8F600E,TIVOLI I - TIVOLI CENTRO,RMEE8F603P,ISTITUTO COMPRENSIVO TIVOLI III,VIA G. A. CROCE,00010,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8BV005,PARCO DI VEIO,RMMM8BV016,MASSIMO GIZZIO,VIA MORRO REATINO N.45,00189,SCUOLA PRIMO GRADO
LAZIO,CANINO,VITERBO,VTIC804009,PAOLO III CANINO,VTAA804016,SCUOLA INFANZIA A. RISI CANINO,PIAZZA E. MENGHINI S.N.C.,01011,SCUOLA INFANZIA
LAZIO,VELLETRI,ROMA,RMIC8D500D,I.C. VELLETRI NORD,RMEE8D501G,FONTANA DELLE ROSE,VIA FONTANA DELLE ROSE 153A,00049,SCUOLA PRIMARIA
LAZIO,APRILIA,LATINA,LTIC82200N,I.C. GIOVANNI PASCOLI,LTAA82201E,LOTT. MONTARELLI,LOTT. MONTARELLI,04011,SCUOLA INFANZIA
LAZIO,CASPERIA,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIEE823047,CASPERIA,PIAZZA ODDO VALERIANI,02041,SCUOLA PRIMARIA
LAZIO,NETTUNO,ROMA,RMIC8D000A,IC NETTUNO I,RMIC8D000A,IC NETTUNO I,VIA ROMANA 1,00048,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8ET00C,I.C. VIALE VENEZIA GIULIA,RMIC8ET00C,I.C. VIALE VENEZIA GIULIA,VIALE VENEZIA GIULIA 50,00177,ISTITUTO COMPRENSIVO
LAZIO,NETTUNO,ROMA,RMTD48000N,EMANUELA LOI,RMTD48000N,EMANUELA LOI,VIA EMANUELA LOI 6,00048,ISTITUTO TECNICO COMMERCIALE
LAZIO,NEROLA,ROMA,RMIC8AW00A,MONTELIBRETTI PIAZZA DELLA REPU,RMAA8AW04D,NEROLA,VIA DEI LAVATOI,00017,SCUOLA INFANZIA
LAZIO,MONTEROTONDO,ROMA,RMIC88700G,LOREDANA CAMPANARI,RMAA88703E,"""VIA CILENTO""",VIA CILENTO SNC,00015,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8GL00N,I.C. VIA SORISO,RMEE8GL02R,XXI APRILE,VIA LUCA PASSI 57,00166,SCUOLA PRIMARIA
LAZIO,TREVIGNANO ROMANO,ROMA,RMIC871002,"""TOMMASO SILVESTRI""",RMAA87101V,TREVIGNANO CENTRO URBANO,VIA CARLO ALBERTO DALLA CHIESA S.N.C.,00069,SCUOLA INFANZIA
LAZIO,FORMIA,LATINA,LTIC812003,IST. COMPRENSIVO P. MATTEJ,LTEE812015,SCUOLA PRIMARIA MARCO POLO,VIA PALAZZO S.N.C.,04023,SCUOLA PRIMARIA
LAZIO,SORA,FROSINONE,FRIC850006,"I.C. 2^ ""RICCARDO GULIA"" SORA",FRAA850068,SORA SCHITO VICENNE,VIALE SAN DOMENICO,03039,SCUOLA INFANZIA
LAZIO,ITRI,LATINA,LTIC83500Q,ISTITUTO COMPRENSIVO ITRI,LTMM83501R,S. GIOVANNI BOSCO,VIA G.MATTEOTTI N.43,04020,SCUOLA PRIMO GRADO
LAZIO,FIUMICINO,ROMA,RMIC8DN00D,IC LIDO DEL FARO,RMIC8DN00D,IC LIDO DEL FARO,VIA G. FONTANA 13,00054,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8EM008,IC PIERSANTI MATTARELLA,RMAA8EM026,B. CRIVELLI - SCUOLA INFANZIA,PIAZZA BALSAMO CRIVELLI 66,00159,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8BX00R,IC M.CALDERINI-G.TUCCIMEI,RMEE8BX01V,CALDERINI,VIA C. BESCHI 12,00125,SCUOLA PRIMARIA
LAZIO,LADISPOLI,ROMA,RMIS05900G,I.S.I.S. GIUSEPPE DI VITTORIO,RMIS05900G,I.S.I.S. GIUSEPPE DI VITTORIO,VIA YVON DE BEGNAC 6,00055,ISTITUTO SUPERIORE
LAZIO,GENZANO DI ROMA,ROMA,RMIC8BA001,GIUSEPPE GARIBALDI,RMAA8BA01T,GENZANO - LANDI,VIA GULLO SNC,00045,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8GA002,IC VIA P. STABILINI,RMAA8GA01V,VIA F. MEATTINI,VIA F. MEATTINI,00173,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8FF00E,IC POGGIALI-SPIZZICHINO,RMAA8FF01B,VIA AMBROSINI,VIA AMBROSINI 18,00147,SCUOLA INFANZIA
LAZIO,CASSINO,FROSINONE,FRIS007004,"I.I.S. ""SAN BENEDETTO"" CASSINO",FRIS007004,"I.I.S. ""SAN BENEDETTO"" CASSINO",VIA BERLINO 2,03043,ISTITUTO SUPERIORE
LAZIO,ROCCA PRIORA,ROMA,RMIC8AP00T,D. CAMBELLOTTI - SEDE CENTRALE,RMAA8AP01P,D. CAMBELLOTTI - INFANZIA C.U.,VIA DEL CAMPO SPORTIVO,00040,SCUOLA INFANZIA
LAZIO,POGGIO BUSTONE,RIETI,RIIC806008,LEONESSA,RIEE80604D,POGGIO BUSTONE,LOCALITA' BORGO SAN PIETRO,02018,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8EH00G,IC VIA SAVINIO,RMAA8EH01C,VIALE IONIO23,LARGO CAIMANI DEL BELL'ORIZZONTE 12,00141,SCUOLA INFANZIA
LAZIO,VELLETRI,ROMA,RMRH06000V,UGO TOGNAZZI,RMRH060508,TOGNAZZI - PERC. II LIV.,VIA SALVO D'ACQUISTO 61 A/B/C,00049,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE
LAZIO,SEGNI,ROMA,RMIS099002,VIA GRAMSCI S.N.C.,RMPC099019,LICEO DELLE SCIENZE UMANE,VIA SCROCCAROCCO 20,00037,LICEO CLASSICO
LAZIO,MONTE COMPATRI,ROMA,RMIC8AC002,PAOLO BORSELLINO,RMMM8AC013,A.ROSMINI - MONTECOMPATRI -,VIA G.FELICI 14,00040,SCUOLA PRIMO GRADO
LAZIO,VENTOTENE,LATINA,LTIC818002,I.C. ALIGHIERI FORMIA-VENTOTENE,LTAA81802X,SCUOLA INFANZIA-VENTOTENE,VIA OLIVI,04020,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC82700X,MELISSA BASSI,RMAA82701R,VIA DELL'ARCHEOLOGIA,VIA DELL'ARCHEOLOGIA 135,00133,SCUOLA INFANZIA
LAZIO,CITTAREALE,RIETI,RIIC81100Q,I. OMNICOMPRENSIVO DI AMATRICE,RIEE81103X,"""PROF. BENEDETTO BARBERI""",CORSO VITTORIO EMANUELE N.30,02010,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8FT003,"""GIANICOLO""",RMAA8FT01X,"SCUOLA INFANZIA STAT.""F.CRISPI""",VIA ANTON GIULIO BARRILI13,00152,SCUOLA INFANZIA
LAZIO,GUIDONIA MONTECELIO,ROMA,RMIC8AF00D,IC DE FILIPPO,RMAA8AF01A,VIA MONTE GRAN PARADISO,VIA MONTE GRAN PARADISO,00012,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8FF00E,IC POGGIALI-SPIZZICHINO,RMEE8FF01L,M.POGGIALI - VIA LEONORI,VIA LEONORI 74,00147,SCUOLA PRIMARIA
LAZIO,VITERBO,VITERBO,VTIS014004,"""P. SAVI"" - VITERBO",VTTD01401A,"""P. SAVI"" C/O CASA CIRCONDARIALE",STRADA MAMMAGIALLA,01100,ISTITUTO TECNICO COMMERCIALE
LAZIO,ROMA,ROMA,RMIC848001,VIA L. RIZZO 1,RMEE848013,CAIROLI,VIA G. BRUNO N.2,00195,SCUOLA PRIMARIA
LAZIO,VITERBO,VITERBO,VTIC833009,I.C. CANEVARI VITERBO,VTIC833009,I.C. CANEVARI VITERBO,VIA C.CATTANEO 5/7,01100,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8BQ008,CHIODI DIONIGIO ROMEO,RMMM8BQ019,D.R. CHIODI,VIA APPIANO 15,00136,SCUOLA PRIMO GRADO
LAZIO,BOVILLE ERNICA,FROSINONE,FRIC828001,I.C. BOVILLE ERNICA,FRAA828041,BOVILLE CENTRO,VIA TORRIONE DEI NOBILI,03022,SCUOLA INFANZIA
LAZIO,FORMIA,LATINA,LTIC818002,I.C. ALIGHIERI FORMIA-VENTOTENE,LTEE818036,CASTELLONE CAPOLUOGO 1' CIRC.,VIA RUBINO,04023,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC80700P,URUGUAY,RMAA80702L,MARIA STERN NUOVO,VIA SETTEBAGNI 231,00138,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8GF005,IC VIA DEL CALICE,RMIC8GF005,IC VIA DEL CALICE,VIA DEL CALICE 34/I,00178,ISTITUTO COMPRENSIVO
LAZIO,VICO NEL LAZIO,FROSINONE,FRIC80400C,I.C. GUARCINO,FRAA80403B,VICO NEL LAZIO PITOCCO,CONTRADA VICO PITOCCO,03010,SCUOLA INFANZIA
LAZIO,PIANSANO,VITERBO,VTIC804009,PAOLO III CANINO,VTAA804049,PIANSANO,VIA MATERNUM 1-A,01010,SCUOLA INFANZIA
LAZIO,SPERLONGA,LATINA,LTIC85700L,SOTTOTENENTE ALFREDO ASPRI,LTMM85701N,BUONARROTI,VIA VALLE,04029,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8CN00V,"IC ""SAN VITTORINO-CORCOLLE""",RMEE8CN011,SAN VITTORINO,VIA CRUCIS 15,00100,SCUOLA PRIMARIA
LAZIO,VALLEROTONDA,FROSINONE,FRIC857001,I.C. SANT'ELIA FIUMERAPIDO,FRAA857063,VALLEROTONDA VALVORI,VIA CIRCUMVALLAZIONE,03040,SCUOLA INFANZIA
LAZIO,APRILIA,LATINA,LTIC84400E,IST.COMPR. ARTURO TOSCANINI,LTAA84403D,VIA AMBURGO,Non Disponibile,04011,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8FK007,IC VIA GIULIANO DA SANGALLO,RMMM8FK018,"SMS""GIULIANO DA SANGALLO""",VIA GIULIANO DA SANGALLO 11,00121,SCUOLA PRIMO GRADO
LAZIO,CASTELLIRI,FROSINONE,FRIC83200L,I.C. ISOLA DEL LIRI,FRAA83202E,CASTELLIRI S. SALOME INFANZIA,VIA S.MARIA SALOME,03030,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8B6004,"""RITA LEVI MONTALCINI""",RMEE8B6027,DON MICHELE RUA,VIA GIUSEPPE BELLONI 30,00175,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8EY00G,VIA LUCA GHINI,RMEE8EY05T,EMILY DICKINSON,VIA LUIGI NONO 37,00155,SCUOLA PRIMARIA
LAZIO,RIOFREDDO,ROMA,RMIC8AL00A,ISTITUTO COMPRENSIVO - VICOVARO,RMAA8AL064,SCUOLA DELL'INFANZIA RIOFREDDO,PIAZZA DEL MERCATO 1,00023,SCUOLA INFANZIA
LAZIO,TIVOLI,ROMA,RMIC8F600E,TIVOLI I - TIVOLI CENTRO,RMAA8F601B,TIVOLI I - VILLA BRASCHI,VIA DI VILLA BRASCHI,00019,SCUOLA INFANZIA
LAZIO,FIUMICINO,ROMA,RMIC8DN00D,IC LIDO DEL FARO,RMEE8DN01G,LIDO DEL FARO,VIA G. FONTANA 13/15,00054,SCUOLA PRIMARIA
LAZIO,BELMONTE CASTELLO,FROSINONE,FRIC821006,I.C. ATINA,FRAA821035,BELMONTE CASTELLO CAPOLUOGO,VIA LARGO MONTANO,03040,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8GR00L,IC PABLO NERUDA,RMEE8GR02Q,VIA CASAL DEL MARMO,VIA CASAL DEL MARMO 212,00135,SCUOLA PRIMARIA
LAZIO,APRILIA,LATINA,LTIC82200N,I.C. GIOVANNI PASCOLI,LTAA82203L,SC. MATERNA PIRANDELLO,VIA LAZIO 44,04011,SCUOLA INFANZIA
LAZIO,GRECCIO,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIEE823025,FRAZ. LIMITI DI GRECCIO,VIA DEL VIVAIO,02045,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8GA002,IC VIA P. STABILINI,RMIC8GA002,IC VIA P. STABILINI,VIA P. STABILINI 19,00173,ISTITUTO COMPRENSIVO
LAZIO,MONTEFLAVIO,ROMA,RMIC8AW00A,MONTELIBRETTI PIAZZA DELLA REPU,RMEE8AW04P,MONTEFLAVIO,VIA IV NOVEMBRE,00010,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC813002,"""MARIA MONTESSORI""",RMAA81301V,VIALE ADRIATICO,VIALE ADRIATICO 140,00141,SCUOLA INFANZIA
LAZIO,NETTUNO,ROMA,RMIC8D000A,IC NETTUNO I,RMMM8D001B,SMS VIA ROMANA,Non Disponibile,00048,SCUOLA PRIMO GRADO
LAZIO,LEONESSA,RIETI,RIIC806008,LEONESSA,RIMM806019,LEONESSA,VIA ALDO MORO 8,02016,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8ET00C,I.C. VIALE VENEZIA GIULIA,RMEE8ET02G,GIOVANNI XXIII,V.LE PARTENOPE 55,00177,SCUOLA PRIMARIA
LAZIO,FORMIA,LATINA,LTIC812003,IST. COMPRENSIVO P. MATTEJ,LTMM812014,SCUOLA SEC. I GRADO P. MATTEJ,VIA PALAZZO,04023,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8CN00V,"IC ""SAN VITTORINO-CORCOLLE""",RMIC8CN00V,"IC ""SAN VITTORINO-CORCOLLE""",VIA SPINETOLI 96,00132,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8BX00R,IC M.CALDERINI-G.TUCCIMEI,RMMM8BX01T,GIUSEPPE TUCCIMEI,VIA C. BESCHI10,00125,SCUOLA PRIMO GRADO
LAZIO,ISOLA DEL LIRI,FROSINONE,FRIC83200L,I.C. ISOLA DEL LIRI,FRAA83210X,STAZIONE INFANZIA,LOC. STAZIONE,03036,SCUOLA INFANZIA
LAZIO,MONTE COMPATRI,ROMA,RMIC8AC002,PAOLO BORSELLINO,RMAA8AC02X,MONTECOMPATRI - LAGHETTO,PIAZZA LAGO REGILLO,00040,SCUOLA INFANZIA
LAZIO,ANTRODOCO,RIETI,RIIC82000E,"I.C. ""VALLE DEL VELINO""",RIEE82005R,SCUOLA PRIMARIA DI ANTRODOCO,VIA LUIGI MANNETTI1,02013,SCUOLA PRIMARIA
LAZIO,FIUMICINO,ROMA,RMIC8G5009,IC VIA MAFFI,RMMM8G502B,DON G.MOROSINI OSP.BAMBIN GESU',VIA AURELIA KM. 30200 PALIDORO,00050,SCUOLA PRIMO GRADO
LAZIO,GENZANO DI ROMA,ROMA,RMIC8BA001,GIUSEPPE GARIBALDI,RMEE8BA013,GENZANO - LANDI,VIA GULLO SNC,00045,SCUOLA PRIMARIA
LAZIO,GUIDONIA MONTECELIO,ROMA,RMIC89900T,IC ALBERTO MANZI-GUIDONIA,RMAA89904T,INFANZIA MONTECELIO,VIA TULLIO SPERANDIO SNC,00012,SCUOLA INFANZIA
LAZIO,ROCCA PRIORA,ROMA,RMIC8AP00T,D. CAMBELLOTTI - SEDE CENTRALE,RMMM8AP01V,D.CAMBELLOTTI-SECONDARIA IGRADO,VIA DELLA PINETA 2,00040,SCUOLA PRIMO GRADO
LAZIO,CASSINO,FROSINONE,FRIS007004,"I.I.S. ""SAN BENEDETTO"" CASSINO",FRTD00751Q,VIA GARI SNC,VIA GARI SNC,03043,ISTITUTO TECNICO COMMERCIALE
LAZIO,ROMA,ROMA,RMIC8GW005,IC CLAUDIO ABBADO,RMIC8GW005,IC CLAUDIO ABBADO,VIA MONTE ZEBIO 35,00195,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMRH07000D,VINCENZO GIOBERTI,RMRH07050V,V. GIOBERTI PERCORSO II LIVELLO,Non Disponibile,Non Disponibile,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE
LAZIO,ALBANO LAZIALE,ROMA,RMIC8AX006,"""ANTONIO GRAMSCI""",RMIC8AX006,"""ANTONIO GRAMSCI""",VIA PESCARA S.N.C.,00040,ISTITUTO COMPRENSIVO
LAZIO,CIVITAVECCHIA,ROMA,RMIS10100R,VIA DELL'IMMACOLATA 47,RMSD10102P,ISA CIVITAVECCHIA,VIALE ADIGE SNC,00053,ISTITUTO D'ARTE
LAZIO,TUSCANIA,VITERBO,VTIS014004,"""P. SAVI"" - VITERBO",VTPS01401E,LICEO SCIENTIFICO TUSCANIA,PIAZZA MAZZINI 4,01017,LICEO SCIENTIFICO
LAZIO,ROMA,ROMA,RMIC8GL00N,I.C. VIA SORISO,RMAA8GL02G,XXI APRILE,VIA LUCA PASSI 57,00166,SCUOLA INFANZIA
LAZIO,POGGIO MIRTETO,RIETI,RIIS008004,"I.I.S. ""GREGORIO DA CATINO""",RITD00801A,ISTITUTO TECNICO ECONOMICO TECNOLOGICO,VIA G. FELICI SNC,02047,ISTITUTO TECNICO COMMERCIALE
LAZIO,AMATRICE,RIETI,RIIC81100Q,I. OMNICOMPRENSIVO DI AMATRICE,RIMM81101R,AMATRICE,VIALE SATURNINO MUZII N. 4,02012,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC82700X,MELISSA BASSI,RMMM827011,ILARIA ALPI,VIA DELL'ARCHEOLOGIA 139,00133,SCUOLA PRIMO GRADO
LAZIO,PICINISCO,FROSINONE,FRIC821006,I.C. ATINA,FRAA821068,PICINISCO CAPOLUOGO,VIA LARGO MONATANO7,03040,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8FT003,"""GIANICOLO""",RMEE8FT015,CRISPI,VIA BARRILI 13,00152,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMPS180007,"L.S.S. ""J. F. KENNEDY""",RMPS180007,"L.S.S. ""J. F. KENNEDY""",VIA NICOLA FABRIZI 7,00153,LICEO SCIENTIFICO
LAZIO,GUIDONIA MONTECELIO,ROMA,RMIC8AF00D,IC DE FILIPPO,RMIC8AF00D,IC DE FILIPPO,VIA MONTEBIANCO 29,00012,ISTITUTO COMPRENSIVO
LAZIO,CONTIGLIANO,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIAA82301V,CONTIGLIANO,VIA DELLA REPUBBLICA23,02043,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8FF00E,IC POGGIALI-SPIZZICHINO,RMEE8FF02N,VIA B.CROCE,VIA BENEDETTO CROCE 48/50,00147,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC848001,VIA L. RIZZO 1,RMIC848001,VIA L. RIZZO 1,VIA L. RIZZO 1,00136,ISTITUTO COMPRENSIVO
LAZIO,VITERBO,VITERBO,VTIC833009,I.C. CANEVARI VITERBO,VTEE83302C,"SCUOLA PRIMARIA ""ALBERTO MANZI""",VIA MARCHE 4,01100,SCUOLA PRIMARIA
LAZIO,PRIVERNO,LATINA,LTIC83600G,"I.C. ""S.TOMMASO D'AQUINO""",LTIC83600G,"I.C. ""S.TOMMASO D'AQUINO""",VIA TRAVERSA MONTANINO 32,04015,ISTITUTO COMPRENSIVO
LAZIO,VENTOTENE,LATINA,LTIC818002,I.C. ALIGHIERI FORMIA-VENTOTENE,LTMM818024,VENTOTENE,VIA OLIVI,04020,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC80700P,URUGUAY,RMIC80700P,URUGUAY,VIA GIUSEPPE DE SANTIS 33,00139,ISTITUTO COMPRENSIVO
LAZIO,BOVILLE ERNICA,FROSINONE,FRIC828001,I.C. BOVILLE ERNICA,FRMM828012,"S.M. ""G. ARMELLINI""",VIA TORRIONE DEI NOBILI,03022,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8EY00G,VIA LUCA GHINI,RMEE8EY04R,P. R. PIROTTA,VIA P.R.PIROTTA 95/A,00171,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIS10800G,VIA SILVESTRI 301,RMIS10800G,VIA SILVESTRI 301,VIA SILVESTRI 301,00164,ISTITUTO SUPERIORE
LAZIO,SPERLONGA,LATINA,LTIC85700L,SOTTOTENENTE ALFREDO ASPRI,LTEE85702Q,SPERLONGA (CAPOLUOGO),VIA ROMA,04029,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMPC48000P,BERTRAND RUSSELL,RMPC48000P,BERTRAND RUSSELL,VIA TUSCOLANA 208,00182,LICEO CLASSICO
LAZIO,ROMA,ROMA,RMIC8B6004,"""RITA LEVI MONTALCINI""",RMEE8B6016,DON PAOLO ALBERA,VIA NOBILIORE 78,00175,SCUOLA PRIMARIA
LAZIO,SANT'ELIA FIUMERAPIDO,FROSINONE,FRIC857001,I.C. SANT'ELIA FIUMERAPIDO,FREE857024,S.ELIA OLIVELLA - PRIMARIA,VIA OLIVELLA,03049,SCUOLA PRIMARIA
LAZIO,APRILIA,LATINA,LTIC84400E,IST.COMPR. ARTURO TOSCANINI,LTEE84401L,VIA AMBURGO,VIA AMBURGO 5,04011,SCUOLA PRIMARIA
LAZIO,PIEDIMONTE SAN GERMANO,FROSINONE,FRIC82500D,I.C. PIEDIMONTE SAN GERMANO,FREE82501G,PIEDIMONTE S.G.-ALTA,VIA G. GARIBALDI,03030,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8FL003,IC VIA MAR DEI CARAIBI,RMEE8FL026,SEGURANA,VIA CATERINA SEGURANA 2-3,00122,SCUOLA PRIMARIA
LAZIO,FORMIA,LATINA,LTIC812003,IST. COMPRENSIVO P. MATTEJ,LTAA81201X,IL GABBIANO AZZURRO,VIA GIANOLA,04023,SCUOLA INFANZIA
LAZIO,FIUMICINO,ROMA,RMIC8DN00D,IC LIDO DEL FARO,RMAA8DN01A,ISOLA DEI TESORI FIUMICINO,VIA CONI ZUGNA 155,00054,SCUOLA INFANZIA
